player_id,install_date,platform,country,acquisition_channel,is_payer,total_iap_usd,last_active_date,days_active,total_sessions,total_playtime_min,ab_group,total_matches_played,total_wins,win_rate,currency_earned_total,currency_spent_total,gems_earned_total,gems_spent_total,characters_owned,promoted_characters,legendary_count
P0000073,2026-06-24,Android,DE,Organic,False,0.0,2026-06-24,1,1,2.23,control,4,0,0.0,79,31,1,0,3,0,0
P0000074,2026-03-18,Android,CA,Organic,False,0.0,2026-05-11,8,29,152.92,control,62,20,0.3226,2652,1398,9,2,3,0,0
P0000075,2026-04-14,Android,US,Apple Search Ads,False,0.0,2026-06-21,15,44,184.35,variant,81,50,0.6173,4136,2360,31,271,4,0,0
P0000076,2026-06-10,iOS,US,Apple Search Ads,False,0.0,2026-06-10,1,2,8.42,variant,5,2,0.4,156,48,1,0,3,0,0
P0000077,2026-06-20,iOS,US,Meta Ads,False,0.0,2026-07-01,2,4,14.79,variant,3,3,1.0,308,218,3,2,3,0,0
P0000078,2026-06-15,iOS,BR,Organic,False,0.0,2026-07-08,5,7,37.31,variant,16,4,0.25,581,450,11,224,3,0,0
P0000079,2026-06-01,Android,US,Google UAC,False,0.0,2026-06-01,1,2,4.98,variant,7,4,0.5714,208,128,3,1,3,0,0
P0000080,2026-06-02,iOS,Other,Organic,False,0.0,2026-07-05,3,11,45.7,variant,17,5,0.2941,763,300,5,0,3,0,0
P0000081,2026-07-01,iOS,US,Apple Search Ads,False,0.0,2026-07-02,2,6,36.86,variant,6,2,0.3333,354,193,1,0,3,0,0
P0000082,2026-04-15,iOS,US,TikTok Ads,False,0.0,2026-06-29,16,70,585.04,control,187,109,0.5829,7353,5028,31,1014,6,0,0
P0000083,2026-04-01,Android,GB,Google UAC,False,0.0,2026-04-01,1,1,4.13,variant,2,0,0.0,66,11,0,0,3,0,0
P0000084,2026-05-08,iOS,MX,TikTok Ads,False,0.0,2026-06-18,13,59,512.85,variant,154,99,0.6429,5931,3115,19,272,5,0,0
P0000085,2026-05-05,iOS,BR,Apple Search Ads,False,0.0,2026-06-17,7,14,79.76,control,24,7,0.2917,910,434,6,2,3,0,0
P0000086,2026-06-24,iOS,CA,Organic,False,0.0,2026-06-24,1,3,25.72,control,8,3,0.375,320,145,0,0,3,0,0
P0000087,2026-06-06,Android,US,Organic,False,0.0,2026-07-04,19,95,908.95,variant,228,98,0.4298,8605,5901,35,1446,8,0,0
P0000088,2026-07-05,Android,US,Apple Search Ads,False,0.0,2026-07-05,1,3,6.0,control,5,1,0.2,139,98,1,0,3,0,0
P0000089,2026-04-30,iOS,FR,Google UAC,False,0.0,2026-06-03,8,22,149.15,control,47,18,0.383,1936,1213,15,215,3,0,0
P0000090,2026-05-25,iOS,US,Google UAC,False,0.0,2026-07-05,14,56,423.96,control,158,102,0.6456,6139,3864,37,922,5,0,0
P0000091,2026-06-26,Android,BR,Google UAC,False,0.0,2026-07-03,3,11,83.5,variant,20,8,0.4,1056,452,11,1,3,0,0
P0000092,2026-06-28,Android,GB,Organic,False,0.0,2026-07-01,3,9,42.38,variant,16,12,0.75,770,299,4,1,3,0,0
P0000093,2026-06-07,Android,US,Organic,False,0.0,2026-06-07,1,4,22.73,control,6,1,0.1667,333,243,3,1,3,0,0
P0000094,2026-06-11,iOS,US,Organic,False,0.0,2026-07-04,5,15,74.06,variant,25,13,0.52,1199,735,4,1,3,0,0
P0000095,2026-03-11,Android,MX,TikTok Ads,False,0.0,2026-05-03,6,16,112.1,variant,38,6,0.1579,1315,565,3,0,3,0,0
P0000096,2026-06-24,iOS,MX,TikTok Ads,False,0.0,2026-06-24,1,3,15.71,control,5,4,0.8,277,252,2,1,3,0,0
P0000097,2026-07-04,iOS,BR,Apple Search Ads,False,0.0,2026-07-08,5,31,325.43,variant,72,43,0.5972,3046,2411,11,748,4,0,0
P0000098,2026-04-12,iOS,US,TikTok Ads,False,0.0,2026-04-14,2,5,15.96,control,8,1,0.125,382,199,2,0,3,0,0
P0000099,2026-04-12,Android,US,Google UAC,False,0.0,2026-05-26,8,21,121.68,variant,43,14,0.3256,1874,851,17,1,3,0,0
P0000100,2026-06-25,Android,MX,Meta Ads,False,0.0,2026-06-25,1,2,7.93,control,5,0,0.0,149,87,0,0,3,0,0
P0000101,2026-06-08,Android,GB,Google UAC,False,0.0,2026-06-08,1,2,10.51,control,3,1,0.3333,142,21,1,0,3,0,0
P0000102,2026-03-11,iOS,IN,Organic,False,0.0,2026-05-29,7,31,131.64,variant,66,23,0.3485,2179,1279,12,533,5,0,1
P0000103,2026-06-04,Android,PH,TikTok Ads,False,0.0,2026-06-04,1,2,8.75,variant,2,1,0.5,118,79,1,0,3,0,0
P0000104,2026-04-14,Android,US,Google UAC,False,0.0,2026-06-28,12,35,244.19,variant,60,29,0.4833,3056,2173,24,762,4,0,0
P0000105,2026-06-26,iOS,GB,TikTok Ads,False,0.0,2026-07-08,5,10,34.41,variant,20,6,0.3,769,400,11,0,3,0,0
P0000106,2026-06-13,iOS,GB,Organic,False,0.0,2026-06-13,1,4,20.43,control,10,3,0.3,368,376,3,236,3,0,0
P0000107,2026-04-01,iOS,US,Meta Ads,False,0.0,2026-06-25,9,28,188.43,variant,47,8,0.1702,1722,721,12,0,3,0,0
P0000108,2026-03-30,Android,US,Meta Ads,False,0.0,2026-04-08,2,4,20.68,control,5,2,0.4,260,108,5,4,3,0,0
P0000109,2026-06-27,iOS,DE,TikTok Ads,False,0.0,2026-06-27,1,3,21.75,variant,4,0,0.0,93,58,0,0,3,0,0
P0000110,2026-06-21,iOS,US,TikTok Ads,False,0.0,2026-07-02,5,10,76.14,variant,21,5,0.2381,826,590,5,221,3,0,0
P0000111,2026-03-12,Android,FR,Apple Search Ads,False,0.0,2026-03-19,3,9,57.84,control,12,6,0.5,785,305,6,0,3,0,0
P0000112,2026-04-11,iOS,BR,Meta Ads,False,0.0,2026-04-11,1,3,21.44,control,5,0,0.0,164,24,0,0,3,0,0
P0000113,2026-03-18,iOS,DE,TikTok Ads,False,0.0,2026-03-18,1,3,22.04,control,6,2,0.3333,236,65,0,0,3,0,0
P0000114,2026-03-19,iOS,US,Organic,False,0.0,2026-03-21,3,9,35.45,variant,14,2,0.1429,603,276,6,1,3,0,0
P0000115,2026-05-08,Android,CA,Organic,False,0.0,2026-05-10,2,5,22.52,variant,6,2,0.3333,343,203,3,0,3,0,0
P0000116,2026-05-10,Android,GB,Google UAC,False,0.0,2026-07-04,6,20,92.04,variant,33,8,0.2424,1542,1069,8,465,3,0,0
P0000117,2026-04-30,Android,US,Meta Ads,False,0.0,2026-07-02,18,91,811.78,variant,240,119,0.4958,8965,5691,44,1370,8,0,0
P0000118,2026-04-08,Android,GB,Influencer,False,0.0,2026-07-06,18,78,779.05,control,210,148,0.7048,9366,5952,48,492,6,0,0
P0000119,2026-03-30,Android,NG,Organic,False,0.0,2026-06-14,9,42,290.4,control,76,24,0.3158,3187,1633,20,3,4,0,0
P0000120,2026-04-23,Android,Other,Meta Ads,False,0.0,2026-06-30,22,163,1405.68,control,404,169,0.4183,15083,9836,64,2355,11,0,0
P0000121,2026-05-09,iOS,IN,Meta Ads,False,0.0,2026-07-08,8,27,174.37,variant,54,29,0.537,2297,1938,10,1023,4,0,0
P0000122,2026-04-12,iOS,FR,Organic,False,0.0,2026-07-07,24,132,1079.57,variant,343,255,0.7434,14588,8899,67,1495,8,0,0
P0000123,2026-06-25,Android,CA,TikTok Ads,False,0.0,2026-07-03,4,13,87.35,variant,26,7,0.2692,834,473,12,5,3,0,0
P0000124,2026-05-01,iOS,Other,Cross-promo,False,0.0,2026-06-27,8,26,166.25,control,48,10,0.2083,1843,1077,13,251,3,0,0
P0000125,2026-03-21,Android,US,Meta Ads,False,0.0,2026-03-29,3,5,28.88,control,13,8,0.6154,454,365,9,259,3,0,0
P0000126,2026-03-29,iOS,NG,Organic,False,0.0,2026-03-29,1,1,2.0,variant,2,0,0.0,53,16,3,1,3,0,0
P0000127,2026-07-02,Android,PH,Google UAC,False,0.0,2026-07-07,6,12,97.59,variant,18,4,0.2222,843,773,7,242,3,0,0
P0000128,2026-04-13,Android,Other,Apple Search Ads,True,54.36,2026-07-08,45,234,1913.07,variant,584,437,0.7483,25761,21146,5351,12283,22,2,2
P0000129,2026-05-05,iOS,BR,Organic,False,0.0,2026-05-29,4,7,55.34,control,14,10,0.7143,671,282,8,1,3,0,0
P0000130,2026-04-01,Android,FR,Meta Ads,False,0.0,2026-04-01,1,1,4.19,control,6,3,0.5,151,82,1,0,3,0,0
P0000131,2026-03-28,Android,BR,Meta Ads,False,0.0,2026-05-08,3,7,45.09,variant,18,5,0.2778,604,199,8,1,3,0,0
P0000132,2026-03-27,Android,MX,Apple Search Ads,False,0.0,2026-03-27,1,2,4.0,control,3,0,0.0,115,70,0,0,3,0,0
P0000133,2026-05-14,Android,US,Meta Ads,False,0.0,2026-05-28,5,12,51.6,variant,31,10,0.3226,1009,723,8,236,3,0,0
P0000134,2026-05-02,Android,PH,Organic,False,0.0,2026-06-28,16,90,967.54,control,249,156,0.6265,10195,5481,50,448,6,0,0
P0000135,2026-04-03,Android,IN,Organic,False,0.0,2026-04-03,1,3,14.29,variant,8,3,0.375,343,215,1,0,3,0,0
P0000136,2026-06-10,iOS,CA,Google UAC,False,0.0,2026-07-02,8,30,298.21,control,100,41,0.41,3273,2098,19,455,4,0,0
P0000137,2026-06-29,iOS,US,Meta Ads,False,0.0,2026-06-29,1,4,25.91,control,13,3,0.2308,379,182,3,2,3,0,0
P0000138,2026-06-01,Android,IN,Organic,False,0.0,2026-07-06,23,150,1139.0,variant,383,252,0.658,16475,9225,68,675,9,0,0
P0000139,2026-05-01,Android,US,Meta Ads,False,0.0,2026-05-10,3,9,40.29,variant,11,2,0.1818,602,265,6,2,3,0,0
P0000140,2026-06-06,Android,US,Google UAC,False,0.0,2026-07-07,14,86,807.23,control,228,131,0.5746,10054,5525,47,854,6,0,0
P0000141,2026-05-08,iOS,US,Organic,True,41.77,2026-07-07,46,310,2381.51,variant,732,501,0.6844,33069,25619,4028,12440,23,2,1
P0000142,2026-05-28,iOS,US,Organic,False,0.0,2026-05-28,1,1,5.83,control,3,1,0.3333,63,41,1,0,3,0,0
P0000143,2026-04-29,iOS,BR,Meta Ads,False,0.0,2026-06-28,15,72,624.06,control,176,78,0.4432,6709,4207,33,1034,6,0,0
P0000144,2026-07-07,Android,FR,Google UAC,False,0.0,2026-07-07,1,3,11.86,control,5,2,0.4,271,165,1,0,3,0,0
P0000145,2026-04-04,Android,GB,Apple Search Ads,False,0.0,2026-05-26,8,25,153.42,variant,46,22,0.4783,1764,999,22,216,3,0,0
P0000146,2026-06-18,Android,GB,Google UAC,False,0.0,2026-06-19,2,8,39.49,control,15,13,0.8667,767,429,4,2,3,0,0
P0000147,2026-04-28,Android,US,Google UAC,False,0.0,2026-06-18,7,18,94.87,variant,33,16,0.4848,1641,1190,15,3,3,0,0
P0000148,2026-04-04,iOS,US,Meta Ads,False,0.0,2026-04-04,1,3,10.5,variant,4,3,0.75,246,90,3,0,3,0,0
P0000149,2026-06-19,iOS,US,Google UAC,False,0.0,2026-06-19,1,4,15.4,variant,6,2,0.3333,309,124,0,0,3,0,0
P0000150,2026-04-04,iOS,AU,Meta Ads,False,0.0,2026-04-04,1,1,4.95,variant,2,0,0.0,59,21,2,0,3,0,0
P0000151,2026-07-05,Android,US,Apple Search Ads,False,0.0,2026-07-06,2,10,51.62,control,16,9,0.5625,950,519,5,1,3,0,0
P0000152,2026-04-25,Android,US,Meta Ads,False,0.0,2026-06-24,4,8,49.9,variant,14,8,0.5714,658,309,8,1,3,0,0
P0000153,2026-04-06,Android,FR,Google UAC,False,0.0,2026-06-13,11,38,216.88,variant,77,48,0.6234,3375,1870,22,541,4,0,0
P0000154,2026-04-04,Android,Other,Apple Search Ads,False,0.0,2026-04-25,8,21,146.99,control,37,8,0.2162,1479,932,10,311,4,0,1
P0000155,2026-04-10,iOS,MX,TikTok Ads,False,0.0,2026-06-12,5,13,57.06,control,26,13,0.5,1210,548,7,0,3,0,0
P0000156,2026-03-26,Android,CA,Organic,False,0.0,2026-07-07,24,126,1072.75,control,330,172,0.5212,12264,7139,57,2312,9,0,0
P0000157,2026-04-05,Android,US,Google UAC,False,0.0,2026-04-05,1,2,10.08,control,1,0,0.0,91,31,1,0,3,0,0
P0000158,2026-05-20,Android,NG,Meta Ads,False,0.0,2026-06-05,5,9,56.73,variant,15,7,0.4667,800,680,8,238,3,0,0
P0000159,2026-06-04,Android,MX,TikTok Ads,False,0.0,2026-06-27,6,26,175.74,control,69,24,0.3478,2641,1556,14,295,4,0,0
P0000160,2026-06-15,Android,BR,TikTok Ads,False,0.0,2026-06-23,2,3,11.03,variant,9,4,0.4444,351,176,3,1,3,0,0
P0000161,2026-05-06,iOS,US,TikTok Ads,False,0.0,2026-06-24,8,18,104.15,variant,38,12,0.3158,1535,778,19,2,3,0,0
P0000162,2026-06-19,Android,US,Organic,False,0.0,2026-06-22,2,4,10.67,variant,7,2,0.2857,262,86,2,0,3,0,0
P0000163,2026-07-04,iOS,US,Google UAC,False,0.0,2026-07-07,3,7,38.44,variant,9,1,0.1111,410,241,12,1,3,0,0
P0000164,2026-06-24,iOS,US,Apple Search Ads,False,0.0,2026-06-29,2,7,33.25,variant,16,11,0.6875,675,419,3,0,3,0,0
P0000165,2026-03-14,Android,US,Meta Ads,False,0.0,2026-04-15,5,14,69.5,control,23,11,0.4783,1190,778,10,313,3,0,0
P0000166,2026-03-22,Android,DE,Organic,False,0.0,2026-07-03,25,121,1020.9,variant,308,157,0.5097,11389,5794,60,1335,8,0,0
P0000167,2026-06-03,iOS,PH,Meta Ads,False,0.0,2026-06-03,1,2,10.46,control,4,3,0.75,217,144,0,0,3,0,0
P0000168,2026-03-27,Android,CA,Organic,False,0.0,2026-04-04,3,7,22.27,variant,9,4,0.4444,517,69,5,0,3,0,0
P0000169,2026-06-30,iOS,US,Apple Search Ads,False,0.0,2026-06-30,1,5,10.0,variant,10,0,0.0,401,135,1,0,3,0,0
P0000170,2026-06-06,iOS,US,Organic,True,6.6,2026-06-24,6,19,103.82,variant,36,26,0.7222,1609,1359,585,1083,4,0,1
P0000171,2026-04-05,Android,US,TikTok Ads,False,0.0,2026-06-12,10,32,182.4,control,55,26,0.4727,2660,1406,17,3,3,0,0
P0000172,2026-03-18,iOS,AU,Google UAC,False,0.0,2026-05-24,5,10,53.42,control,15,5,0.3333,629,296,7,2,3,0,0
P0000173,2026-03-18,Android,BR,TikTok Ads,False,0.0,2026-03-18,1,3,6.0,control,5,3,0.6,238,192,2,0,3,0,0
P0000174,2026-05-12,iOS,Other,Organic,False,0.0,2026-07-08,11,30,273.33,control,68,42,0.6176,2736,2163,21,1102,4,0,0
P0000175,2026-06-27,Android,US,TikTok Ads,False,0.0,2026-07-03,5,24,262.46,control,68,32,0.4706,2384,1554,13,249,4,0,0
P0000176,2026-03-21,Android,BR,TikTok Ads,False,0.0,2026-05-10,9,35,218.96,control,63,11,0.1746,2532,1186,15,1,3,0,0
P0000177,2026-04-27,Android,IN,Google UAC,False,0.0,2026-06-25,4,12,82.11,control,23,10,0.4348,959,567,8,284,4,0,1
P0000178,2026-06-23,Android,NG,Organic,False,0.0,2026-07-01,5,10,74.75,variant,19,11,0.5789,837,715,12,546,3,0,0
P0000179,2026-03-14,Android,FR,Meta Ads,False,0.0,2026-06-18,8,20,93.6,control,29,12,0.4138,1651,975,11,0,3,0,0
P0000180,2026-03-24,iOS,CA,Meta Ads,False,0.0,2026-06-25,9,25,117.43,control,36,11,0.3056,1856,1414,14,495,3,0,0
P0000181,2026-03-23,iOS,GB,Meta Ads,False,0.0,2026-05-04,6,12,73.78,variant,22,15,0.6818,1202,537,8,254,3,0,0
P0000182,2026-03-13,iOS,US,Meta Ads,False,0.0,2026-03-13,1,2,14.97,variant,5,0,0.0,60,25,2,0,3,0,0
P0000183,2026-03-28,Android,US,Cross-promo,False,0.0,2026-05-08,7,17,108.07,variant,24,11,0.4583,1372,818,15,301,3,0,0
P0000184,2026-06-27,iOS,Other,Google UAC,False,0.0,2026-06-28,2,5,26.97,variant,11,3,0.2727,465,126,0,0,3,0,0
P0000185,2026-03-28,iOS,BR,Organic,False,0.0,2026-07-01,27,129,1060.2,control,303,162,0.5347,12036,7430,74,2356,9,0,0
P0000186,2026-03-17,Android,GB,Google UAC,False,0.0,2026-05-23,6,17,94.68,control,32,18,0.5625,1687,749,12,209,3,0,0
P0000187,2026-06-09,Android,DE,Google UAC,False,0.0,2026-06-16,2,4,22.68,control,10,4,0.4,378,228,3,0,3,0,0
P0000188,2026-03-21,iOS,MX,Apple Search Ads,False,0.0,2026-03-23,2,8,32.38,variant,14,6,0.4286,575,268,5,1,3,0,0
P0000189,2026-05-24,Android,US,Organic,False,0.0,2026-06-30,8,23,142.72,control,42,10,0.2381,1605,1161,20,369,3,0,0
P0000190,2026-05-23,iOS,MX,Apple Search Ads,False,0.0,2026-06-03,2,5,26.07,control,5,2,0.4,408,231,3,1,3,0,0
P0000191,2026-06-19,Android,IN,Apple Search Ads,False,0.0,2026-06-19,1,4,13.39,control,4,2,0.5,295,135,0,0,3,0,0
P0000192,2026-06-11,Android,IN,Organic,False,0.0,2026-06-23,4,9,72.41,control,18,4,0.2222,791,395,2,1,3,0,0
